headline,label
SNK '킹오파' 애니메이션 영화 제작 계약 체결,1
코스피·코스닥 상승 출발…개인 나홀로 순매수,0
[라임 전액배상 결정 D-1]책임 '핑퐁'만 하는 금융당국,-1
기조강연하는 징야핑 중국 구이저우성 과학원장,0
[Invest]바디프랜드 장외가 또 급락·지배구조 개선은 '아직'...머나먼 상장,-1
충북농업기술원 농식품 특허기술 통상실시권 계약 체결,1
LF 헤지스 해외 수주회도 '라방'으로,1
‘사상 최대 적자’ 車보험료 29일부터 최대 3.5% 인상,-1
(집중조명) 하반기 본격개선! 편하게 기대하자.,1
맨발에 비닐장갑…서울 한복판 ‘공포의 풍경’,-1
<스페셜포스의 마지막 선택은?>,0
`첫 민간 출신` 최흥식 신임 금감원장 내부개혁 칼 빼드나,0
"신한금투 ""제일기획 절대주가 2만원 이하에선 고민할 필요 없다""",0
코스피 새 기록 쓴 SK바이오팜,0
SK바이오팜 흥행 덕분에…제약바이오업계 'IPO' 하반기 날개 달 수 있을까...,0
LS산전 '전력기기 호조+해외개선' 쌍끌이 호재에 실적↑,1
[Bio톡스] 바이오주 호재에도 요지부동…“기대감 상승 시대 저물다”,1
대한항공 이어 아시아나도 '화물운송' 덕에 2분기 흑자로 돌아서,1
[거래소관심주] 대한방직 상반기 실적개선 상한가,1
라임펀드 회수율 50~60%전망…일반투자자 ‘빈손’ 우려,-1
오늘부터 코로나19 치료제 '렘데시비르' 공급,1
상장 ‘물 먹은 ’유통사들…‘증시 입성 꿈’ 물거품되나,0
SK바이오팜 첫날 상한가 직행…추가 상승여력도 '쾌청',0
'데이터 댐 구축사업' 관련 업계 호황 율호 “2분기 흑자전환 연내 턴어라운...,1
'1세대 로드샵' 이니스프리 하반기 흑자전환 가능할까,1
삼성바이오로직스 2900억원 규모 수주계약 체결,1
"""유동성 마련하자"" 7월 유증 1.4兆 역대최대",0
대한항공 기내식 매각계약 내주 체결 '유동성 확보',1
삼성전자 영업이익 주춤…공격경영 ‘갈림길’,0
‘2021년 부산 민속문화의 해’ 사업 추진,1
탄핵 '안개' 걷혔지만…1분기 실적개선 확인돼야 본격 상승,0
코로나19 하루 새 확진자 505명 추가 발생,-1
BNK투자 “컴투스 마케팅 확대 이후 흥행 여부 지켜봐야”,0
사모펀드 전담 검사조직 한시 설치…233개 운용사 3년간 전수조사,0
'호랑이' 윤석헌 금감원장 증권사에 첫 발톱 겨눈다,0
"유창근 현대상선 사장 ""내년 하반기면 흑자전환 가능하다""",1
반등 실패…5일 연속 하락세,-1
갤럭시S9 잠재 교체수요만 5000만대…삼성전기 수혜株-KB,1
삼성중공업 아직 목마른 수주 성과…하반기 일감확보 속도,1
LG화학 ESS 손실 직격탄에 지난해 실적 '쇼크',-1
두산퓨얼셀 2Q 흑자전환 성공..상반기 60㎿ 수주,1
알파벳 코로나에도 1분기 매출 13%↑.. 주가 시간외 8% 급등,1
해외체류자 비대면 대출만기 연장…정부기관 사칭 불법사금융 주의,0
초상집 된 금감원…'역대급 감사 결과'에 침통,0
"[뉴욕증시]넷플릭스, 11.6% 급등…1년반만에 일일 최대폭 상승",1
1분기 글로벌 스마트폰 출하량 사상 최악···13% ↓,-1
바이오팜 더 오른다 파는 사람 없고 상한가 매수 대기자금만 3조,1
[포춘US]FORTUNE 500 / 70년에 걸친 자멸의 역사,0
디스플레이 전문가 “中 시장 장악은 난센스…韓 영향력 여전”,0
국내 조선 빅3 중국 제쳤다…23조 카타르 LNG선 사업 수주,1
임상실험 실패에 증발한 '25조원',-1
상반기 영화 관객 70% 급감…멀티플렉스 3사 2400억 손실,-1
"주가 2배 뛴 CJ제일제당…""내년까지도 상승 여력 있다""",0
현대하이스코 분할하니 더 잘나가네…깜짝 상한가,1
中병원 코로나 대응 의료진 정리해고했다가 거센 비난,-1
5월 수출 23.7% 줄었지만…무역수지는 한달만에 흑자전환(종합),1
"회계사들 ""아직 코로나 못벗어나…하반기 경기 부진 지속""",0
"증선위 ""삼바 고의적 공시 누락""… 증선위 검찰 고발 의결",0
신탁 국민 노후자산 관리···주식·펀드 손익통산 과세 추진,1
'반짝 아니었다'···코로나19 수혜주 씨젠의 거침없는 질주,1
중견기업 삼강엠앤티 해경과 총 531억원 규모 계약 체결,1
[투데이 잇(it)슈] 시장의 특징주를 잡아라!,0
"닛산 코로나로 휘청…""올해 7.6조원 순손실 전망""",-1
해태제과식품 상장 후 4거래일 연속 상한가,1
함양군 신속한 재해복구사업 추진으로 연내 마무리 목표,1
8월 채권시장 투자심리 악화·적자국채 발행 부담,-1
롯데칠성 흥행실패 ‘피츠’ 결국 단종시킬 듯,-1
코로나 공포 확산시키는 그 입 좀 다물라,-1
액션스퀘어 투자로 123억 손실…카카오게임즈 지분 대거 축소,-1
내년 반도체 회복 전망...장비업체 주가 '잘나가네',0
"웅진씽크빅, 비대면 서비스로 새로운 성장동력 확보중-현대차證",1
금융당국 일부 라임 펀드 전액 손실 가능성...“사모펀드 제도 개선하겠다”,0
[BOOK] 아웃소싱 이렇게 하면 실패한다,-1
[특징주] 보해양조 1분기 실적개선 '상한가',1
(환율급락)②당국은 소극적 `수용`,-1
현대차 앨라배마공장에 코로나 확진자 발생…가동 중단,-1
금감원장 취임사 촉각…삼바·암호화폐 등 현안 산적,0
녹십자 실적 개선 계열사 약진 등 주가 전망 '맑음',0
18명 당첨된 '청약 명당' 고시원…알고 보니 위장전입,-1
[브라보! 투자 인사이트] 점점 커지는 주가상승 요인,0
이재명 신천지종교시설 강제봉쇄·집회금지 긴급행정명령,-1
한화투자증권 정리해고 파기환송심서 결국 '부당' 판결…6년만,-1
‘年 수백억 적자’ 용인경전철 주민 손배소 길 열려,-1
[특징주] 자화전자 실적 개선 기대감에 상한가,1
코로나19 시대 항공산업 화물이 해답되나…아시아나 흑자 전환,1
코로나19와 홍콩보안법 사이서 꿈틀대는 트럼프의 야심,0
기계 두산밥캣 상장연기 - 삼성,0
[미국증시] 다우·나스닥·S&P 사상최고…애플↓골드만↑,1
[하이&로우] 디앤씨미디어 수출 비중 높은 글로벌 IP…목표주가↑ - NH투자증...,1
"미투온 자회사 아이두마케팅, `셀레드 2.0` 론칭",1
[더벨][빅히트 IPO]상장스케줄 매듭 10월 공모…해외 OC 채비 한창,0
"CJ프레시웨이 2분기 영업익 27억원..""전분기 대비 흑자전환""",1
엇갈리는 금감원·금융위… 신경전 본격화되나?,0
"NH證 ""풀무원 2분기 해외법인 흑자전환""",1
정비업계 '큰손' 대림산업…올해 1조원 규모 수주,1
이재용의 전략 통했다..삼성전자 IBM 차세대 서버용 CPU 수주,1
호텔롯데 2Q 2629억 손실…분기 사상 최대 적자,-1
두산중공업 3600억 규모 김포열병합발전소 신규 수주,1
면세점·중국 매출 회복 흐름…화장품 관련 종목 ‘강세’,1
김준일 락앤락 대표 1435억원 유상증자 배경 밝혀,0
동작구 2020년 아이돌봄 지원사업 추진,1
4차추경은 무슨 돈으로...상반기 재정적자 '역대 최대' 110.5조,-1
(특징주)삼양사 실적 개선 본격화 전망에 '上',1
[종목 포커스] 삼성이미징 실적개선 기대감에 상한가,1
수혜 기업마저… 맥 못 추는 저유가 테마주들,1
LG전자 가전 호조로 2분기 실적 선방 휴대폰과 전장은 적자 지속,-1
대한항공 기내식 사업 9906억에 매각 체결…유동성 '숨통'(종합),1
새마을금고 전통시장 활성화 사업 추진,1
OCI 파문 확산… ‘2조원대 계약’ 직전 주식 매입,-1
[특징주]에이아이비트 3년 연속 흑자달성 소식에 ‘상한가’,1
신동빈의 롯데 10년 신격호의 롯데를 지우다,0
"진성준 부동산 정책 책임자 문책론에 ""정책 자체는 시의적절""",0
<생생코스닥> 모린스 3분기 실적 개선 기대감에 상한가 ‘GO GO!’,1
SK하이닉스 3Q 부진…목표주가↓-신한금융투자,-1
"""아시아나 인수부담 덜어주겠다""… 이동걸, 정몽규 만나 '최종 제안'",1
코오롱머티리얼 상한가 직행‥투자는 신중하게,1
"삼부토건, 천안 삼부르네상스 사기 피해 논란...‘속사정’은?",-1
법정관리 간 동아탱커… 중소해운사 줄도산 우려,-1
[DS투자증권] 에이치엘비 -예상과 다른 임상결과 FDA 승인불가·바이오투자 심...,1
[증시 키워드] MSCI 편입된 씨젠ㆍ알테오젠ㆍ신풍제약 주가 향방은? 알루코 3...,0
[기업공시 8월 18일]KAI 471억 규모 경찰청 헬기 공급계약 체결 등,1
부산시·국립민속박물관 '부산민속문화의 해' 사업 추진,1
[인천 주요 뉴스]인천시 아동 치과주치의 사업 추진,1
"서삼석 ""식량자급률 제고 추진 사업 저조""",1
한국조선해양 대한해운 LNG선 4400억 원 규모 2척 수주,1
동양 유진그룹 편입 후 수주 607% 증가,1
삼성전자 4분기 영업익 9.2조…반도체 역대 최대 실적,0
변동성 '따상'에 맛들린 개미 안정형 '리츠'는 외면,1
(오늘의 재테크)종잣돈 1억으로 공모주 투자 결과는,0
원·엔 환율 급락에 대일 수출 ‘휘청’,-1
바이오 벤처 펩트론 사흘 연속 상한가 투자자 왜 열광하나,1
한국조선해양 LNG선 2척 4천400억 수주,1
아시아나항공 2분기 영업익 1151억원 '흑자전환',1
사모펀드에 칼 빼든 금융당국… 사모운용사 233개 전수 검사,0
[종목 포커스] 갤럭시아컴즈 부실계열사 매각에 상한가,1
'코너 몰린' 검찰 총선 손익계산서,0
티웨이항공 IPO 흥행 부진에 상장 첫날 성적표도 `울상`,-1
인천 남동구 강소 중소기업 중국과 대규모 수출 계약 성과,1
SK건설 사우디 초대형 PDH 플랜트 기본설계 수주… 92억원 규모,1
에스트래픽 서울제물포터널 ITS 구축 사업 수주,1
LH-현대ENG 해외 스마트시티 개발협력 MOU 체결,1
상반기 실적 바닥 친 조선업계… LNG선 훈풍 타고 수주 뱃고동,1
정유4사 1분기 적자 2조5천억원 넘긴다…재고손실 '산더미',-1
[공직자 재산등록] 김종창 금감원장 31억2862만원…3억6260만원↑,1
“한국카본 2분기 실적 서프라이즈에 LNG보냉재 수주까지 더해져”,1
[2017년 국정감사-금융감독원 업무보고] '비리 종합세트' 금감원…감독당국 신...,0
[김이택 칼럼] 채널A 사건 ‘수사’ 보다 중요한 일,0
코로나19 사태 후 주가 2배 이상 뛴 기업 28곳,0
위기의 도시바 주가 13% 급락,-1
국제 유가 급락에...에쓰오일 창사 이래 '최대적자',-1
"조아제약, 형질전환 돼지서 재조합 인성장호르몬 분리한 연구결과 발표",1
[마감]국채선물 보합..112.17 0틱,0
"[공시]씨앤지하이테크, 150억 규모 반도체 제조장비 공급 계약",0
한국조선해양 사우디아라비아에서 석유화학제품운반선 10척 수주,1
코로나19 풍랑 거스른 국민은행의 '역발상 투자',0
"[기업공시 8월 26일]에스디생명공학, 유제놀·갈릭산 성분 향진 조성물 특허 취득 등",1
러-터키 러시아제 S-400 미사일 추가 공급 계약 내년 체결,1
[원격수업·재택근무 관련주] 아이스크림에듀·알서포트·유엔젤 주가 상승세...,1
"거래소, 센트럴바이오·에스텍파마 시황 변동 조회 공시",0
"금감원-금투업계 ""자투리 펀드 정리""",0
상장 앞둔 카카오게임즈 '따상' 흥행 이어갈까,1
[CNBC] 美 시장 들썩이게 한 '핫한' 종목들 모아보니,0
(종목Plus)엠게임 실적개선 모멘텀 이틀째 유지,0
[오늘의 경제 일정] 금감원 지난해 기업의 직접금융 조달실적,0
인천공항공사 사상 첫 적자 예고,-1
‘2세대 슈퍼개미’가 콕 집은 유망주식…화장품·K콘텐츠·골판지 산업 장기...,0
[일문일답] 은성수 “토스 문제 인터넷은행과 직접적 관계 없다”,-1
[위클리오늘] 코로나에 텅빈 곳간 상반기 재정적자 111조…'사상최악',-1
[종목 포커스] 파인테크닉스 실적개선 전망에 상한가,1
인천 남동구 강소 중소기업 中과 대규모 수출 계약 성과,1
[특징주A/S] 삼성전자 3분기 실적 발표에 소폭 상승,0
"장외주가 6만원 돌파…""카카오게임즈 대박 엘리온에 달렸다""",1
"정부 ""은행 선물환포지션 한도 25% 확대...외화유동성 확대""",0
한국조선해양 LNG선 2척 수주…4400억 규모,1
[마감시황] 코스닥 바이오株 내리막에 2.4% 급락…삼성바이오 22.4%↓,-1
'미세먼지가 발목' 한전 1분기 6299억원 영업손실 역대 최악,-1
[종목 현미경]'깜짝실적' LG전자 주가 好好…하반기는 더 좋다?,0
"코스피-코스닥, 상승 출발",0
[뉴욕증시] 기업 실적 호조에 3대 지수 '사상 최고',1
계속 시끄러운 GS그룹…적자 시달리고 신용등급마저 추락,-1
생보사 주가 상승 덕에 상반기 실적 ‘선방’,0
아시아나 2Q 코로나 속 영업이익 흑자전환…화물 부문 실적 견인,1
[유럽증시] 미중 긴장 높아지며 3주 만에 최저치,-1
"[특징주] 만도, 나사와 인공호흡기 개발 소식에 상승 마감(종합)",0
코로나 약 개발 주가 뛴 기업들 3개월 후 어떻게 됐나,0
진매트릭스 상반기 영업이익 39억원 기록…전년 대비 흑자전환,1
[여의도 머니톡톡] NH투자증권 옵티머스 고객 유동성 선지원 결정 보류 왜?,0
"KB국민카드, 사회적기업 ㆍ취약 아동에 2억원 전달",1
HMM 1분기 영업손 20억원···적자 대폭 줄여 '선방',-1
[속보]코로나치료제 '렘데시비르' 오늘부터 국내 공급된다,1
핀셋N 코스콤·메디에이지와 건강데이터 활용 공동사업 추진,1
아이벡스메디칼시스템즈 고압산소치료시스템 설치 지원 사업 수주,1
터키 러시아와 첨단 S-400 미사일 추가도입 계약 체결,1
LG유플러스 2분기 영업익 60% 상승 배경은?,0
상한가 행진 저축은행주 `투자주의`,1
이미경 부회장 퇴출·K밸리 스캔들…‘잃어버린 3년’ CJ 수습할 일 수두룩,-1
방역에 셔터 내린 초유의 국회…10만평짜리 '유령도시' 방불,-1
[특징주]한독 저평가+실적개선 전망에 '上',1
한국테크놀로지 6년 만에 영업이익·순이익 모두 흑자,1
SKT 언택트 특화 '신사업' 매출 견인 '호실적',0
[issue] 댓글 막히자 DM으로 향하는 스타의 악플러들,-1
김봉수 조각가 ㈜피카프로젝트와 전속계약 체결,1
코로나19 약국 등 손실보상 청구 안내,-1
SK바이오팜 코스피 최초 ‘따상+상한가’ 기록,1
외국인·기관 등 시장 ‘큰손’…공모주 단타 논란,1
국보 2000억규모 KF마스크 미국 수출 계약 체결,1
LH 아산탕정2 도시개발구역 지정으로 사업추진 본격화,1
"한국게이츠 해고 노동자들 ""공장 출입금지 가처분 신청 규탄""",-1
美증시 S&P·나스닥 '사상 최고치 행진'…지표 호조·기술주 랠리,1
"이스타항공 노조 ""코로나 틈 타 정리해고 꼼수""…구조조정 철회 촉구(종합)",-1
슈퍼볼 광고 끊고 갤럭시S5 출시 행사도 안 열고 삼성 왜?,1
[유통가 투데이] 교촌F&B 자체 주문앱 매출 연초 대비 35%↑ 외(8월26일),1
8월 4주 주요 제조업 전망,0
삼성바이오로직스 선제투자 주효...석달새 의약품 1.8조 수주,1
"이베스트證 ""현대차, 하반기 신차효과에 맑음…목표가↑""",1
아마존 시간외 주가 4% 상승…2분기 매출-이익 예상 상회(1보),0
젬백스 별도 상반기 영업이익 흑자전환…반도체 산업 분야 매출 증가,1
煙霧 아마존에서 더욱 심각,-1
9.1조원 재난지원금 실탄 어떻게 마련하나…적자국채 발행 불가피,-1
GE 베이커휴즈 인수…단숨에 세계 2위 유전서비스사로,0
자회사 실적 훈풍…대웅ㆍ 신진에스엠 ‘주목’,1
[특징주] 이지웰페어 1분기 실적 개선에 상한가,1
담양군 ‘신중년 경력형 일자리사업’ 추진,1
[Invest]카카오게임즈 '따상' 원하는 개미들...증권가 목표주가는 장외가 '절...,1
美셰일기업 옥시덴탈…390억달러 부채 축소방안 모색,-1
유가 급락 SK이노베이션 4분기 적자폭 ‘눈덩이’,-1
"KB증권 ""한전KPS 해외 정비사업 매출 부진…목표주가↓""",-1
[지금 일본에선] 마쯔다 2020년 적자 4500억원 전망 신차판매↓ 엔고여파,-1
"[스팟]코스피, 36.90p(1.58%) 오른 2366.73 마감",0
[종목플러스]국내에선 '썰렁'한 삼양식품 외국에선 '화끈',0
제이준코스메틱 2Q 영업익 3억원...흑자전환,1
[KBS 공감토론] “삼성 이재용 부회장 1심 선고 의미 분석”,0
[송년특집-아듀 2019] 금융권을 달군 말말말,0
GS건설 GS칼텍스와 1조4505억원 규모 공사수주 계약 체결,1
[fn특징주]엘티에스 실적 전망 공시에 상한가 직행,1
[KBS 공감토론] 경제포커스 “IMF 한국에 ‘일본 장기불황 경고’”,0
[Who Is ?] 진양곤 에이치엘비 대표이사 회장,0
부평구 사랑의 PC 고쳐주기 사업 추진,1
수젠텍 2분기 흑자전환에도 기대 이하 실적에 급락,0
"코스피, 2.63p(0.11%) 오른 2371.95 출발, 원/달러 환율 1.7원 내린 1185.1원 출발",0
암호화폐의 자산성 끊임없는 논쟁거리,0
대웅제약-지노믹트리 코로나19 진단키트 해외공급 계약 체결,1
[끝나지 않는 대우의 비극] 정치권 특혜 논란에 부담...우발채무는 '울고 싶은...,-1
<생생코스피>롯데쇼핑 하이마트 인수실패 충격에 3% 이상 급락,-1
[특징주]유성티엔에스 상한가..`어닝 서프라이즈`,1
타이거 반도체 투자 수혜 기대감에 상한가,1
LG전자 작년 매출 사상 최대 달성…모바일 부문 적자는 지속,-1
SK바이오팜 시가총액 22위에 올라… ‘돈 있어도 못 산다’,0
[아주증시포커스] 예상보다 높은 실적에 삼성전자 강세··· 올해 전망도 긍...,1
[상반기 코스닥 실적][표]개별 흑자전환사 현황,1
[주간증시전망] 슈퍼위크 이후 기업실적 전망·대외변수 주목,1
"전문가 99%, ""27일 기준금리 동결""…환율은 하락 전망 늘어",-1
"창원 기업들 7천억대 수주…""창원경제 회생 발판 마련""",1
[마감]코스닥 개인 1341억 순매도,0
[MT리포트] 50원 인상 때문? 중남미가 분노하는 진짜 이유,0
SK바이오팜 등 한국 헬스케어 업종 거품 우려-FT,-1
아이벡스메디칼시스템즈 고압산소치료시스템 공급 계약 체결,1
靑 ‘이석기 사태’ 대북파장 예의주시,-1
"카카오게임즈, IPO 간담회 개최…“개발력 높여 글로벌 경쟁력 강화”",1
[itM]카카오게임즈 '따상'이면 6만원대 간다,1
포스코 `1조클럽` 탈락,0
실적 나빠도 주가 오르는 효성첨단소재…비결은 '수소차 기대',1
광명시 재활용 시범동 선정 '광명형 그린 뉴딜' 사업 추진,1
"테슬라 '묻고 더블로 가'···""주가 3500달러까지 오른다"" 왜?",0
두산중공업 3600억원 규모 김포열병합발전소 신규 수주,1
청주시 초정클러스터 관광육성사업 본격 추진,1
애플 작년 4분기 매출액 108조원…사상 최대,0
[STOCK] 네이버·카카오 사상 최고가 경신… 끝 모를 고공행진,1
업황도 안좋은데 코로나19까지…'로드숍' 2분기 줄줄이 적자행렬,-1
연세의료원 송도세브란스병원 건립 설계계약 체결,1
"[TF매매동향] 외국인, '네이버' 사고 '현대차' 팔았다",0
스마일게이트RPG 아마존 계열사 '아마존게임즈'와 퍼블리싱 계약 체결,1
‘어게인 2016’ 노리는 방산株,0
KTB투자증권 2분기 순이익 101억원…전분기 대비 흑자 전환,1
[특징주] 풀무원홀딩스 상한가‥3분기 실적 개선,1
"안효준 국민연금공단 기금운용본부장, 동영상 축사",0
"[마켓인사이트]차백신연구소, 대표주관사 삼성증권 선정...내년 코스닥 입성",1
경기도 '공공배달앱' 사업추진 첫발…20일 도청서 협약식,1
"[특징주] ""롯데정보통신 하반기 매출성장 기대""",1
아마존 쫓는 쿠팡 사상 최대 매출 올렸지만...과제는 3.7조 적자 해소,-1
LF 헤지스 언택트 시대에 맞춰 '라방'으로 해외 수주회 열어,1
[빛바랜 규제中] 최저임금 인상의 딜레마… 편의점 ‘乙’의 전쟁,-1
[세계는 그리고 우리는] 감시망 밖 사모펀드 420조 사고는 언제든 또 난다,0
바이오주 옥석 가리기-씨젠·대원제약·대한약품…중소형株 실적 ‘굿’,0
국감 사흘째… 금감원 ‘채용 비리·편법 재취업’ 쟁점,0
우울한 정유업계..현대오일뱅크만 흑자전환,1
"홍남기 ""코로나 재확산 피해 대비 추가대책 적극 강구""",1
'회계감리' 복병 만난 제약·바이오株,0
"무차입 처벌 강화·""홍콩식 고려""…국회도 공매도 '예열'",0
트루윈 2분기 영업이익 19억 원으로 흑자전환 성공,1
실적도 공포를 이기지 못했다,0
S&T중공업 50억 규모 자사주 신탁계약 체결,1
바리코리아-슈바이처 한국 자동차 산업 지원 위해 협업 계약 체결,1
“종로구청 집회금지 고시 정리해고자 입막음 목적”,-1
[fn 화제주－코스피]한섬－의류 소비 회복세로 상한가,1
코로나19로 바닥친 주가 상승 전환…상장사 100곳 열흘새 11.2%↑,0
코로나 피해 소상공인에 돈 푸는 군산시,-1
7월 신규상장주 투자자 천당과 지옥 오갔다 도 아니면 모 식 수익률에 혼란,0
한국조선해양 올해 국내 조선사 첫 LNG 운반선 수주,1
대구시 2020년 스타기업 8기 히어로 사업 본격 추진,1
"ELS, 마진콜 쇼크 5개월…얼어붙은 투자심리 회복 조짐",0
브이티지엠피 1차 덴탈마스크 2000만장 수주…“新성장 동력 확보”,1
[Who Is ?] 박정림 KB증권 각자대표이사 사장,0
[특징주]인포뱅크 상한가‥실적 기대감,1
[공시]에스티아이 348억원 규모 반도체 제조장비 공급계약 체결,1
기아차 소하리 공장 코로나19 확진자 발생…접촉자 3명 검사,-1
한국조선해양 1주일간 9억달러 규모 선박 수주,1
[기업공시 8월 19일]엠플러스 100억 규모 2차전지 제조설비 공급 계약 등,1
'이건희 차명계좌' 과징금 부과논란…31억으로 끝?(종합),-1
삼성바이오로직스 스위스 기업과 2900억원 CMO 의향서 체결,1
플레이위드 2분기 영업익 44억원…흑자전환,1
"SM상선 2Q 영업익 201억원으로 흑자전환…""분기 최대 실적""",1
[1보] 제천~영월 고속도로 예타통과 사업추진 청신호,1
PSA그룹 중국 CATL 이어 SVOLT와도 배터리 셀 대규모 공급계약 체결,1
어제 신규 확진 51명...렘데시비르 오늘부터 공급,1
[특징주] 현대리바트 1분기 실적 개선 소식에 상한가,1
움츠린 금감원…예정 없던 '삼바' 증선위 의결 관련 브리핑 1시간만에 취소 해...,0
상반기 경상수지 흑자 192억달러…8년래 최소,1
창립 10년 티몬 올해 흑자전환 목표,1
"유진證 ""대한항공 화물 중심으로 흑자전환…체력확인""",1
[특징주] 쌍방울 대규모 마스크 공급계약 체결에 '강세',1
부평구 '사랑의 PC고쳐주기 사업' 추진,1
[전문]심상정 대통령·여야에 “코로나 정리해고 방지 사회적 대화 제안”,-1
한국조선해양 중형 PC선 2척 860억원 수주…현대미포조선서 건조,1
M&A 무산 기업 속출…주가 급락 주의보,-1
美 바이든 지지율 상승에...헬스케어株 관심 '쑥',0
제주도민에게 국토부가 답해야 할 '제2공항' 질문들,-1
"정부 ""현대건설 워크아웃 불사""…현대 자구안 발표연기",0
[뉴욕마감]리비아發 피바람에 급락..다우 1.44%↓,-1
부산시-국립민속박물관 '부산민속문화의 해' 사업 추진,1
모나미·빅텍 이슈 때마다 주가 들썩들썩…실적은 '뒷걸음',0
지지부진 바이오株 '셀트리온 효과' 볼까,0
인천 미추홀구 공유특허권 약정계약 체결로 세외수입 증가 기대,1
한전 말레이시아 3.5조 규모 가스복합발전 사업 수주,1
한빛소프트 지난해 영업손실 2억7000만원…적자전환,-1
[기업] 한국조선해양 LNG선 2척 4천4백억 원에 추가 수주,1
[사설]가상화폐 '대책전 매도' 금감원 직원뿐일까,0
금감원 악성루머 단속 실효성 의문(종합),0
마일벌스 KSNET과 마일리지 결제 계약 체결,1
한은 올해 -1.3% 성장 전망…최악의 경우 -2.2%까지 가능(상보),-1
국내 확진자 또 늘었다...코로나19 지역사회 감염 번지나,-1
"[특징주]'확진자 수 300명대' 알서포트, 재택 근무 수요 증가에 주가 8% 급등",1
[fn 화제주－코스닥]넥스트인스트루먼트－실적개선 상한가 기록,1
코로나에 4월 수출 휘청…99개월만에 무역적자(종합),-1
대한항공 1분기 566억 영업손실… 자구노력 덕분에 선방,-1
"[종목포커스]LGD 외국계 매도에 '급락'…""펀더멘털 이상무""",-1
[Who Is ?] 이명희 신세계그룹 회장,0
시큐레터 남아공 '아프리코'와 파트너십 계약 체결,1
SK바이오팜 3연상 뒤에도 조정 없이 상승…모회사 SK까지 제쳐,0
"코스피, 사흘째 1%대 상승…외국인 이틀째 '사자'",0
"한국게이츠 노조 ""공장 출입금지 가처분·손배 요구 규탄""",-1
쌍용차 지난해 매출 3조7048억 '창사이래 최대'… 영업손실도 줄어,-1
[특징주] 부스타 실적개선 기대로 상한가,1
KAEMS 티웨이항공과 MRO 계약 체결…수주 잇따라,1
금융위-금감원 불협화음설 진상은?,0
청양군 농촌신활력플러스사업 추진상황 점검,1
바이브컴퍼니-광양시 '스마트도시' 조성 위한 업무협약 체결,1
‘주식 팔자’ 외국인투자자 채권투자는 ‘역대 최대’,0
인텔 4분기 매출 202억달러... 호실적에 시간외 주가 5% 뛰어,0
애널리스트.기관 등에 기업정보 우선제공 금지<금감원>,0
SK바이오팜 모회사 SK 시총 넘을까,0
부활의 ‘대한전선’ 925억 해외 수주 주가도 ‘껑충’,1
신예 지의정 모리부스엔터테인먼트와 전속계약 체결 ‘데뷔 준비 박차’,1
[특징주]동방 쿠팡 수혜주 기대 '상한가',1
[뉴욕마감] 기술주의 힘…나스닥 또 사상 최고치,1
이스타항공 직원 750여명 대규모 정리해고 검토,-1
성남시 종교시설 운영 자제 권고·방역지침 준수 현행 유지,-1
파라과이 경전철 사업 추진 .. KIND 파라과이 수도 경전철 사업 MOU,1
아스날 코로나19 재정난에 직원 55명 정리해고,-1
정의당·민주노총 ‘전태일 3법’ 추진 “모든 사업장에 근로기준법 적용하자...,1
인텔리안테크 2분기 흑자 전환 성공…코로나 악재 속 선방,1
코로나로 인한 직원 해고 잇따라 부당해고>정리해고>권고사직 순,-1
[특징주] 경봉 실적 기대에 사흘째 上,1
금호타이어 2분기 영업손실 354억…적자 전환,-1
동작구 연말까지 아이돌봄 지원사업 추진,1
성윤모 장관 체코 원전사업에 대한 수주 의지 적극 표명,1
"[일반] ""주식형사모펀드 기대 안한다""",1
롯데하이마트 목표주가 상향 “비효율 점포 정리로 수익성 좋아져”,1
'집콕' 일본인들 한국웹툰 봤다 주가 200% 급등 종목도,1
미국 노동자 배신하면 해고 트럼프 연방기관 외국인 고용 제한,-1
'송도세브란스병원(가칭)' 설계 계약 체결…800병상 규모,1
[삼성바이오 토론회] 삼성바이오로직스가 나스닥에 상장되었다면... / 조동근...,0
[금융브리프]금감원…꺾기·소송남용 등 집중점검,-1
쌍용차 상반기 매출 역대 최대…2분기 적자는 확대(종합),-1
LGD 하반기 적자 축소 전망-KB증권,-1
신세계 2분기 실적 '적자' 불구 '주가 상승' 마감..면세점 매출 악화 불구 '...,-1
한국조선해양 PC선 2척 870억 수주 성공,1
삼성바이오 스위스 제약사와 바이오의약품 생산 수주 계약 체결,1
‘침통’ ‘한숨’ 고개숙인 금감원 52건 위법·부당 적발…28명 수사선상,-1
'캐터필러' CEO 사퇴...무리한 투자 원자재 가격하락에 경영난,-1
적자 1500억 ‘제주항공’…이스타 인수했더라면 ‘아찔’,-1
GCF 피지 태양광 등 2.5조 기후변화 적응 사업 추진,1
현대미포조선·삼호중공업 각각 PC선 4척·초대형 유조선 1척 수주,1
대한전선 영국 국영전력회사 925억 대형 프로젝트 수주,1
에쓰오일 2분기 1643억 손실…1분기 대비 큰폭 감소,-1
금융위-금감원 '화합의 건배',0
소프트뱅크 1~3월 적자 1조4381억엔…日 기업 사상 최대규모 손실,-1
여수지역 기업 절반 “코로나19로 피해”,-1
코스닥 바이오 적자 기업 두배 늘었다,-1
[특징주]삼강엠앤티 557억원 규모 해상풍력 구조물 수주에 '강세',1
FAANG도 고점 논란…3분기 실적 좋았어도 주가 몸살,-1
